FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Fixed,527,1,OutPFSet_RmpTms,,uint16,O,RW,,Secs,1
Fixed,528,1,OutPFSet_Ena,,enum16,M,RW,,,1
Fixed,529,1,VArWMaxPct,,sint16,O,RW,VArPct_SF,% WMax,1
Fixed,530,1,VArMaxPct,,sint16,O,RW,VArPct_SF,% VArMax,1
Fixed,531,1,VArAvalPct,,sint16,O,RW,VArPct_SF,% VArAval,1
Fixed,532,1,VArPct_WinTms,,uint16,O,RW,,Secs,1
Fixed,533,1,VArPct_RvrtTms,,uint16,O,RW,,Secs,1
Fixed,534,1,VArPct_RmpTms,,uint16,O,RW,,Secs,1
Fixed,535,1,VArPct_Mod,,enum16,O,RW,,,1
Fixed,536,1,VArPct_Ena,,enum16,M,RW,,,1
Fixed,537,1,WMaxLimPct_SF,,scalefactor,M,R,,,1
Fixed,538,1,OutPFSet_SF,,scalefactor,M,R,,,1
Fixed,539,1,VArPct_SF,,scalefactor,O,R,,,1
Header,540,1,"ID ""WyeConnectThreePhaseabcnMeter""",203,uint16,M,R,,,1
Header,541,1,Length,105,uint16,M,R,,,1
Fixed,542,1,Amps,,sint16,M,R,A_SF,A,1
Fixed,543,1,AmpsPhaseA,,sint16,M,R,A_SF,A,1
Fixed,544,1,AmpsPhaseB,,sint16,M,R,A_SF,A,1
Fixed,545,1,AmpsPhaseC,,sint16,M,R,A_SF,A,1
Fixed,546,1,A_SF,,scalefactor,M,R,,,1
Fixed,547,1,VoltageLN,,sint16,M,R,V_SF,V,1
Fixed,548,1,PhaseVoltageAN,,sint16,M,R,V_SF,V,1
Fixed,549,1,PhaseVoltageBN,,sint16,M,R,V_SF,V,1
Fixed,550,1,PhaseVoltageCN,,sint16,M,R,V_SF,V,1
Fixed,551,1,VoltageLL,,sint16,M,R,V_SF,V,1
Fixed,552,1,PhVphAB,,sint16,M,R,V_SF,V,1
Fixed,553,1,PhVphBC,,sint16,M,R,V_SF,V,1
Fixed,554,1,PhVphCA,,sint16,M,R,V_SF,V,1
Fixed,555,1,V_SF,,scalefactor,M,R,,,1
Fixed,556,1,Hz,,sint16,M,R,Hz_SF,Hz,1
Fixed,557,1,Hz_SF,,scalefactor,O,R,,,1
Fixed,558,1,Watts,,sint16,M,R,W_SF,W,1
Fixed,559,1,WattsphaseA,,sint16,O,R,W_SF,W,1
Fixed,560,1,WattsphaseB,,sint16,O,R,W_SF,W,1
Fixed,561,1,WattsphaseC,,sint16,O,R,W_SF,W,1
Fixed,562,1,W_SF,,scalefactor,M,R,,,1
Fixed,563,1,VA,,sint16,O,R,VA_SF,VA,1
Fixed,564,1,VAphaseA,,sint16,O,R,VA_SF,VA,1
Fixed,565,1,VAphaseB,,sint16,O,R,VA_SF,VA,1
Fixed,566,1,VAphaseC,,sint16,O,R,VA_SF,VA,1
Fixed,567,1,VA_SF,,scalefactor,O,R,,,1
Fixed,568,1,VAR,,sint16,O,R,VAR_SF,var,1
Fixed,569,1,VARphaseA,,sint16,O,R,VAR_SF,var,1
Fixed,570,1,VARphaseB,,sint16,O,R,VAR_SF,var,1
Fixed,571,1,VARphaseC,,sint16,O,R,VAR_SF,var,1
Fixed,572,1,VAR_SF,,scalefactor,O,R,,,1
Fixed,573,1,PF,,sint16,O,R,PF_SF,Pct,1
Fixed,574,1,PFphaseA,,sint16,O,R,PF_SF,Pct,1
Fixed,575,1,PFphaseB,,sint16,O,R,PF_SF,Pct,1
Fixed,576,1,PFphaseC,,sint16,O,R,PF_SF,Pct,1
Fixed,577,1,PF_SF,,scalefactor,O,R,,,1
Fixed,578,2,TotalWatthoursExported,,acc32,M,R,TotWh_SF,Wh,1
Fixed,580,2,TotalWatthoursExportedphaseA,,acc32,O,R,TotWh_SF,Wh,1
Fixed,582,2,TotalWatthoursExportedphaseB,,acc32,O,R,TotWh_SF,Wh,1
Fixed,584,2,TotalWatthoursExportedphaseC,,acc32,O,R,TotWh_SF,Wh,1
Fixed,586,2,TotalWatthoursImported,,acc32,M,R,TotWh_SF,Wh,1
Fixed,588,2,TotalWatthoursImportedphaseA,,acc32,O,R,TotWh_SF,Wh,1
Fixed,590,2,TotalWatthoursImportedphaseB,,acc32,O,R,TotWh_SF,Wh,1
Fixed,592,2,TotalWatthoursImportedphaseC,,acc32,O,R,TotWh_SF,Wh,1
Fixed,594,1,TotWh_SF,,scalefactor,M,R,,,1
Fixed,595,2,TotalVAhoursExported,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,597,2,TotalVAhoursExportedphaseA,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,599,2,TotalVAhoursExportedphaseB,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,601,2,TotalVAhoursExportedphaseC,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,603,2,TotalVAhoursImported,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,605,2,TotalVAhoursImportedphaseA,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,607,2,TotalVAhoursImportedphaseB,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,609,2,TotalVAhoursImportedphaseC,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,611,1,TotVAh_SF,,scalefactor,O,R,,,1
Fixed,612,2,TotalVARhoursImportedQ1,,acc32,O,R,TotVArh_SF,varh,1
Fixed,614,2,TotalVArhoursImportedQ1phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,616,2,TotalVArhoursImportedQ1phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,618,2,TotalVArhourseImportedQ1phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,620,2,TotalVArhoursImportedQ2,,acc32,O,R,TotVArh_SF,varh,1
Fixed,622,2,TotalVArhoursImportedQ2phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,624,2,TotalVArhoursImportedQ2phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,626,2,TotalVArhoursImportedQ2phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,628,2,TotalVArhoursExportedQ3,,acc32,O,R,TotVArh_SF,varh,1
Fixed,630,2,TotalVArhoursExportedQ3phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,632,2,TotalVArhoursExportedQ3phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,634,2,TotalVArhoursExportedQ3phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,636,2,TotalVArhoursExportedQ4,,acc32,O,R,TotVArh_SF,varh,1
Fixed,638,2,TotalVArhoursExportedQ4ImportedphaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,640,2,TotVArhExpQ4PhB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,642,2,TotalVArhoursExportedQ4ImportedphaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,644,1,TotVArh_SF,,scalefactor,O,R,,,1
Fixed,645,2,Events,,bitfield32,M,R,,,1
Header,647,1,"ID ""WyeConnectThreePhaseabcnMeter""",203,uint16,M,R,,,1
Header,648,1,Length,105,uint16,M,R,,,1
Fixed,649,1,Amps,,sint16,M,R,A_SF,A,1
Fixed,650,1,AmpsPhaseA,,sint16,M,R,A_SF,A,1
Fixed,651,1,AmpsPhaseB,,sint16,M,R,A_SF,A,1
Fixed,652,1,AmpsPhaseC,,sint16,M,R,A_SF,A,1
Fixed,653,1,A_SF,,scalefactor,M,R,,,1
Fixed,654,1,VoltageLN,,sint16,M,R,V_SF,V,1
Fixed,655,1,PhaseVoltageAN,,sint16,M,R,V_SF,V,1
Fixed,656,1,PhaseVoltageBN,,sint16,M,R,V_SF,V,1
Fixed,657,1,PhaseVoltageCN,,sint16,M,R,V_SF,V,1
Fixed,658,1,VoltageLL,,sint16,M,R,V_SF,V,1
Fixed,659,1,PhVphAB,,sint16,M,R,V_SF,V,1
Fixed,660,1,PhVphBC,,sint16,M,R,V_SF,V,1
Fixed,661,1,PhVphCA,,sint16,M,R,V_SF,V,1
Fixed,662,1,V_SF,,scalefactor,M,R,,,1
Fixed,663,1,Hz,,sint16,M,R,Hz_SF,Hz,1
Fixed,664,1,Hz_SF,,scalefactor,O,R,,,1
Fixed,665,1,Watts,,sint16,M,R,W_SF,W,1
Fixed,666,1,WattsphaseA,,sint16,O,R,W_SF,W,1
Fixed,667,1,WattsphaseB,,sint16,O,R,W_SF,W,1
Fixed,668,1,WattsphaseC,,sint16,O,R,W_SF,W,1
Fixed,669,1,W_SF,,scalefactor,M,R,,,1
Fixed,670,1,VA,,sint16,O,R,VA_SF,VA,1
Fixed,671,1,VAphaseA,,sint16,O,R,VA_SF,VA,1
Fixed,672,1,VAphaseB,,sint16,O,R,VA_SF,VA,1
Fixed,673,1,VAphaseC,,sint16,O,R,VA_SF,VA,1
Fixed,674,1,VA_SF,,scalefactor,O,R,,,1
Fixed,675,1,VAR,,sint16,O,R,VAR_SF,var,1
Fixed,676,1,VARphaseA,,sint16,O,R,VAR_SF,var,1
Fixed,677,1,VARphaseB,,sint16,O,R,VAR_SF,var,1
Fixed,678,1,VARphaseC,,sint16,O,R,VAR_SF,var,1
Fixed,679,1,VAR_SF,,scalefactor,O,R,,,1
Fixed,680,1,PF,,sint16,O,R,PF_SF,Pct,1
Fixed,681,1,PFphaseA,,sint16,O,R,PF_SF,Pct,1
Fixed,682,1,PFphaseB,,sint16,O,R,PF_SF,Pct,1
Fixed,683,1,PFphaseC,,sint16,O,R,PF_SF,Pct,1
Fixed,684,1,PF_SF,,scalefactor,O,R,,,1
Fixed,685,2,TotalWatthoursExported,,acc32,M,R,TotWh_SF,Wh,1
Fixed,687,2,TotalWatthoursExportedphaseA,,acc32,O,R,TotWh_SF,Wh,1
Fixed,689,2,TotalWatthoursExportedphaseB,,acc32,O,R,TotWh_SF,Wh,1
Fixed,691,2,TotalWatthoursExportedphaseC,,acc32,O,R,TotWh_SF,Wh,1
Fixed,693,2,TotalWatthoursImported,,acc32,M,R,TotWh_SF,Wh,1
Fixed,695,2,TotalWatthoursImportedphaseA,,acc32,O,R,TotWh_SF,Wh,1
Fixed,697,2,TotalWatthoursImportedphaseB,,acc32,O,R,TotWh_SF,Wh,1
Fixed,699,2,TotalWatthoursImportedphaseC,,acc32,O,R,TotWh_SF,Wh,1
Fixed,701,1,TotWh_SF,,scalefactor,M,R,,,1
Fixed,702,2,TotalVAhoursExported,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,704,2,TotalVAhoursExportedphaseA,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,706,2,TotalVAhoursExportedphaseB,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,708,2,TotalVAhoursExportedphaseC,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,710,2,TotalVAhoursImported,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,712,2,TotalVAhoursImportedphaseA,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,714,2,TotalVAhoursImportedphaseB,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,716,2,TotalVAhoursImportedphaseC,,acc32,O,R,TotVAh_SF,VAh,1
Fixed,718,1,TotVAh_SF,,scalefactor,O,R,,,1
Fixed,719,2,TotalVARhoursImportedQ1,,acc32,O,R,TotVArh_SF,varh,1
Fixed,721,2,TotalVArhoursImportedQ1phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,723,2,TotalVArhoursImportedQ1phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,725,2,TotalVArhourseImportedQ1phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,727,2,TotalVArhoursImportedQ2,,acc32,O,R,TotVArh_SF,varh,1
Fixed,729,2,TotalVArhoursImportedQ2phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,731,2,TotalVArhoursImportedQ2phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,733,2,TotalVArhoursImportedQ2phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,735,2,TotalVArhoursExportedQ3,,acc32,O,R,TotVArh_SF,varh,1
Fixed,737,2,TotalVArhoursExportedQ3phaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,739,2,TotalVArhoursExportedQ3phaseB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,741,2,TotalVArhoursExportedQ3phaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,743,2,TotalVArhoursExportedQ4,,acc32,O,R,TotVArh_SF,varh,1
Fixed,745,2,TotalVArhoursExportedQ4ImportedphaseA,,acc32,O,R,TotVArh_SF,varh,1
Fixed,747,2,TotVArhExpQ4PhB,,acc32,O,R,TotVArh_SF,varh,1
Fixed,749,2,TotalVArhoursExportedQ4ImportedphaseC,,acc32,O,R,TotVArh_SF,varh,1
Fixed,751,1,TotVArh_SF,,scalefactor,O,R,,,1
Fixed,752,2,Events,,bitfield32,M,R,,,1
Header,754,1,"ID ""BatteryBaseModel""",802,uint16,M,R,,,1
Header,755,1,Length,62,uint16,M,R,,,1
Fixed,756,1,NameplateChargeCapacity,,uint16,M,R,AHRtg_SF,Ah,1
Fixed,757,1,NameplateEnergyCapacity,,uint16,M,R,WHRtg_SF,Wh,1
Fixed,758,1,NameplateMaxChargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,759,1,NameplateMaxDischargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,760,1,SelfDischargeRate,,uint16,O,R,DisChaRte_SF,%WHRtg,1
Fixed,761,1,NameplateMaxSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,762,1,NameplateMinSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,763,1,MaxReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,764,1,MinReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,765,1,StateofCharge,,uint16,M,R,SoC_SF,%WHRtg,1
Fixed,766,1,DepthofDischarge,,uint16,O,R,DoD_SF,%,1
Fixed,767,1,StateofHealth,,uint16,O,R,SoH_SF,%,1
Fixed,768,2,CycleCount,,uint32,O,R,,,1
Fixed,770,1,ChargeStatus,,enum16,O,R,,,1
Fixed,771,1,ControlMode,,enum16,M,R,,,1
Fixed,772,1,BatteryHeartbeat,,uint16,O,R,,,1
Fixed,773,1,ControllerHeartbeat,,uint16,O,RW,,,1
Fixed,774,1,AlarmReset,,uint16,M,RW,,,1
Fixed,775,1,BatteryType,,enum16,M,R,,,1
Fixed,776,1,StateoftheBatteryBank,,enum16,M,R,,,1
Fixed,777,1,VendorBatteryBankState,,enum16,O,R,,,1
Fixed,778,2,WarrantyDate,,uint32,O,R,,,1
Fixed,780,2,BatteryEvent1Bitfield,,bitfield32,M,R,,,1
Fixed,782,2,BatteryEvent2Bitfield,,bitfield32,M,R,,,1
Fixed,784,2,VendorEventBitfield1,,bitfield32,M,R,,,1
Fixed,786,2,VendorEventBitfield2,,bitfield32,M,R,,,1
Fixed,788,1,ExternalBatteryVoltage,,uint16,M,R,V_SF,V,1
Fixed,789,1,MaxBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,790,1,MinBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,791,1,MaxCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,792,1,MaxCellVoltageString,,uint16,O,R,,,1
Fixed,793,1,MaxCellVoltageModule,,uint16,O,R,,,1
Fixed,794,1,MinCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,795,1,MinCellVoltageString,,uint16,O,R,,,1
Fixed,796,1,MinCellVoltageModule,,uint16,O,R,,,1
Fixed,797,1,AverageCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,798,1,TotalDCCurrent,,sint16,M,R,A_SF,A,1
Fixed,799,1,MaxChargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,800,1,MaxDischargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,801,1,TotalPower,,sint16,M,R,W_SF,W,1
Fixed,802,1,InverterStateRequest,,enum16,O,R,,,1
Fixed,803,1,BatteryPowerRequest,,sint16,O,R,W_SF,W,1
Fixed,804,1,SetOperation,,enum16,M,RW,,,1
Fixed,805,1,SetInverterState,,enum16,M,RW,,,1
Fixed,806,1,AHRtg_SF,,scalefactor,M,R,,,1
Fixed,807,1,WHRtg_SF,,scalefactor,M,R,,,1
Fixed,808,1,WChaDisChaMax_SF,,scalefactor,M,R,,,1
Fixed,809,1,DisChaRte_SF,,scalefactor,O,R,,,1
Fixed,810,1,SoC_SF,,scalefactor,M,R,,,1
Fixed,811,1,DoD_SF,,scalefactor,O,R,,,1
Fixed,812,1,SoH_SF,,scalefactor,O,R,,,1
Fixed,813,1,V_SF,,scalefactor,M,R,,,1
Fixed,814,1,CellV_SF,,scalefactor,M,R,,,1
Fixed,815,1,A_SF,,scalefactor,M,R,,,1
Fixed,816,1,AMax_SF,,scalefactor,M,R,,,1
Fixed,817,1,W_SF,,scalefactor,O,R,,,1
Header,818,1,"ID ""BatteryBaseModel""",802,uint16,M,R,,,1
Header,819,1,Length,62,uint16,M,R,,,1
Fixed,820,1,NameplateChargeCapacity,,uint16,M,R,AHRtg_SF,Ah,1
Fixed,821,1,NameplateEnergyCapacity,,uint16,M,R,WHRtg_SF,Wh,1
Fixed,822,1,NameplateMaxChargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,823,1,NameplateMaxDischargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,824,1,SelfDischargeRate,,uint16,O,R,DisChaRte_SF,%WHRtg,1
Fixed,825,1,NameplateMaxSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,826,1,NameplateMinSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,827,1,MaxReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,828,1,MinReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,829,1,StateofCharge,,uint16,M,R,SoC_SF,%WHRtg,1
Fixed,830,1,DepthofDischarge,,uint16,O,R,DoD_SF,%,1
Fixed,831,1,StateofHealth,,uint16,O,R,SoH_SF,%,1
Fixed,832,2,CycleCount,,uint32,O,R,,,1
Fixed,834,1,ChargeStatus,,enum16,O,R,,,1
Fixed,835,1,ControlMode,,enum16,M,R,,,1
Fixed,836,1,BatteryHeartbeat,,uint16,O,R,,,1
Fixed,837,1,ControllerHeartbeat,,uint16,O,RW,,,1
Fixed,838,1,AlarmReset,,uint16,M,RW,,,1
Fixed,839,1,BatteryType,,enum16,M,R,,,1
Fixed,840,1,StateoftheBatteryBank,,enum16,M,R,,,1
Fixed,841,1,VendorBatteryBankState,,enum16,O,R,,,1
Fixed,842,2,WarrantyDate,,uint32,O,R,,,1
Fixed,844,2,BatteryEvent1Bitfield,,bitfield32,M,R,,,1
Fixed,846,2,BatteryEvent2Bitfield,,bitfield32,M,R,,,1
Fixed,848,2,VendorEventBitfield1,,bitfield32,M,R,,,1
Fixed,850,2,VendorEventBitfield2,,bitfield32,M,R,,,1
Fixed,852,1,ExternalBatteryVoltage,,uint16,M,R,V_SF,V,1
Fixed,853,1,MaxBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,854,1,MinBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,855,1,MaxCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,856,1,MaxCellVoltageString,,uint16,O,R,,,1
Fixed,857,1,MaxCellVoltageModule,,uint16,O,R,,,1
Fixed,858,1,MinCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,859,1,MinCellVoltageString,,uint16,O,R,,,1
Fixed,860,1,MinCellVoltageModule,,uint16,O,R,,,1
Fixed,861,1,AverageCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,862,1,TotalDCCurrent,,sint16,M,R,A_SF,A,1
Fixed,863,1,MaxChargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,864,1,MaxDischargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,865,1,TotalPower,,sint16,M,R,W_SF,W,1
Fixed,866,1,InverterStateRequest,,enum16,O,R,,,1
Fixed,867,1,BatteryPowerRequest,,sint16,O,R,W_SF,W,1
Fixed,868,1,SetOperation,,enum16,M,RW,,,1
Fixed,869,1,SetInverterState,,enum16,M,RW,,,1
Fixed,870,1,AHRtg_SF,,scalefactor,M,R,,,1
Fixed,871,1,WHRtg_SF,,scalefactor,M,R,,,1
Fixed,872,1,WChaDisChaMax_SF,,scalefactor,M,R,,,1
Fixed,873,1,DisChaRte_SF,,scalefactor,O,R,,,1
Fixed,874,1,SoC_SF,,scalefactor,M,R,,,1
Fixed,875,1,DoD_SF,,scalefactor,O,R,,,1
Fixed,876,1,SoH_SF,,scalefactor,O,R,,,1
Fixed,877,1,V_SF,,scalefactor,M,R,,,1
Fixed,878,1,CellV_SF,,scalefactor,M,R,,,1
Fixed,879,1,A_SF,,scalefactor,M,R,,,1
Fixed,880,1,AMax_SF,,scalefactor,M,R,,,1
Fixed,881,1,W_SF,,scalefactor,O,R,,,1
Header,882,1,"ID ""BatteryBaseModel""",802,uint16,M,R,,,1
Header,883,1,Length,62,uint16,M,R,,,1
Fixed,884,1,NameplateChargeCapacity,,uint16,M,R,AHRtg_SF,Ah,1
Fixed,885,1,NameplateEnergyCapacity,,uint16,M,R,WHRtg_SF,Wh,1
Fixed,886,1,NameplateMaxChargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,887,1,NameplateMaxDischargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,888,1,SelfDischargeRate,,uint16,O,R,DisChaRte_SF,%WHRtg,1
Fixed,889,1,NameplateMaxSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,890,1,NameplateMinSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,891,1,MaxReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,892,1,MinReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,893,1,StateofCharge,,uint16,M,R,SoC_SF,%WHRtg,1
Fixed,894,1,DepthofDischarge,,uint16,O,R,DoD_SF,%,1
Fixed,895,1,StateofHealth,,uint16,O,R,SoH_SF,%,1
Fixed,896,2,CycleCount,,uint32,O,R,,,1
Fixed,898,1,ChargeStatus,,enum16,O,R,,,1
Fixed,899,1,ControlMode,,enum16,M,R,,,1
Fixed,900,1,BatteryHeartbeat,,uint16,O,R,,,1
Fixed,901,1,ControllerHeartbeat,,uint16,O,RW,,,1
Fixed,902,1,AlarmReset,,uint16,M,RW,,,1
Fixed,903,1,BatteryType,,enum16,M,R,,,1
Fixed,904,1,StateoftheBatteryBank,,enum16,M,R,,,1
Fixed,905,1,VendorBatteryBankState,,enum16,O,R,,,1
Fixed,906,2,WarrantyDate,,uint32,O,R,,,1
Fixed,908,2,BatteryEvent1Bitfield,,bitfield32,M,R,,,1
Fixed,910,2,BatteryEvent2Bitfield,,bitfield32,M,R,,,1
Fixed,912,2,VendorEventBitfield1,,bitfield32,M,R,,,1
Fixed,914,2,VendorEventBitfield2,,bitfield32,M,R,,,1
Fixed,916,1,ExternalBatteryVoltage,,uint16,M,R,V_SF,V,1
Fixed,917,1,MaxBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,918,1,MinBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,919,1,MaxCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,920,1,MaxCellVoltageString,,uint16,O,R,,,1
Fixed,921,1,MaxCellVoltageModule,,uint16,O,R,,,1
Fixed,922,1,MinCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,923,1,MinCellVoltageString,,uint16,O,R,,,1
Fixed,924,1,MinCellVoltageModule,,uint16,O,R,,,1
Fixed,925,1,AverageCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,926,1,TotalDCCurrent,,sint16,M,R,A_SF,A,1
Fixed,927,1,MaxChargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,928,1,MaxDischargeCurrent,,uint16,O,R,AMax_SF,A,1
Fixed,929,1,TotalPower,,sint16,M,R,W_SF,W,1
Fixed,930,1,InverterStateRequest,,enum16,O,R,,,1
Fixed,931,1,BatteryPowerRequest,,sint16,O,R,W_SF,W,1
Fixed,932,1,SetOperation,,enum16,M,RW,,,1
Fixed,933,1,SetInverterState,,enum16,M,RW,,,1
Fixed,934,1,AHRtg_SF,,scalefactor,M,R,,,1
Fixed,935,1,WHRtg_SF,,scalefactor,M,R,,,1
Fixed,936,1,WChaDisChaMax_SF,,scalefactor,M,R,,,1
Fixed,937,1,DisChaRte_SF,,scalefactor,O,R,,,1
Fixed,938,1,SoC_SF,,scalefactor,M,R,,,1
Fixed,939,1,DoD_SF,,scalefactor,O,R,,,1
Fixed,940,1,SoH_SF,,scalefactor,O,R,,,1
Fixed,941,1,V_SF,,scalefactor,M,R,,,1
Fixed,942,1,CellV_SF,,scalefactor,M,R,,,1
Fixed,943,1,A_SF,,scalefactor,M,R,,,1
Fixed,944,1,AMax_SF,,scalefactor,M,R,,,1
Fixed,945,1,W_SF,,scalefactor,O,R,,,1
Header,946,1,"ID ""BatteryBaseModel""",802,uint16,M,R,,,1
Header,947,1,Length,62,uint16,M,R,,,1
Fixed,948,1,NameplateChargeCapacity,,uint16,M,R,AHRtg_SF,Ah,1
Fixed,949,1,NameplateEnergyCapacity,,uint16,M,R,WHRtg_SF,Wh,1
Fixed,950,1,NameplateMaxChargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,951,1,NameplateMaxDischargeRate,,uint16,M,R,WChaDisChaMax_SF,W,1
Fixed,952,1,SelfDischargeRate,,uint16,O,R,DisChaRte_SF,%WHRtg,1
Fixed,953,1,NameplateMaxSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,954,1,NameplateMinSoC,,uint16,O,R,SoC_SF,%WHRtg,1
Fixed,955,1,MaxReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,956,1,MinReservePercent,,uint16,O,RW,SoC_SF,%WHRtg,1
Fixed,957,1,StateofCharge,,uint16,M,R,SoC_SF,%WHRtg,1
Fixed,958,1,DepthofDischarge,,uint16,O,R,DoD_SF,%,1
Fixed,959,1,StateofHealth,,uint16,O,R,SoH_SF,%,1
Fixed,960,2,CycleCount,,uint32,O,R,,,1
Fixed,962,1,ChargeStatus,,enum16,O,R,,,1
Fixed,963,1,ControlMode,,enum16,M,R,,,1
Fixed,964,1,BatteryHeartbeat,,uint16,O,R,,,1
Fixed,965,1,ControllerHeartbeat,,uint16,O,RW,,,1
Fixed,966,1,AlarmReset,,uint16,M,RW,,,1
Fixed,967,1,BatteryType,,enum16,M,R,,,1
Fixed,968,1,StateoftheBatteryBank,,enum16,M,R,,,1
Fixed,969,1,VendorBatteryBankState,,enum16,O,R,,,1
Fixed,970,2,WarrantyDate,,uint32,O,R,,,1
Fixed,972,2,BatteryEvent1Bitfield,,bitfield32,M,R,,,1
Fixed,974,2,BatteryEvent2Bitfield,,bitfield32,M,R,,,1
Fixed,976,2,VendorEventBitfield1,,bitfield32,M,R,,,1
Fixed,978,2,VendorEventBitfield2,,bitfield32,M,R,,,1
Fixed,980,1,ExternalBatteryVoltage,,uint16,M,R,V_SF,V,1
Fixed,981,1,MaxBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,982,1,MinBatteryVoltage,,uint16,O,R,V_SF,V,1
Fixed,983,1,MaxCellVoltage,,uint16,O,R,CellV_SF,V,1
Fixed,984,1,MaxCellVoltageString,,uint16,O,R,,,1
Fixed,985,1,MaxCellVoltageModule,,uint16,O,R,,,1
